ITEM;DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
924;PREFEITURADEPARAOPEBA;2020-06-16;PARAOPEBA;OCULOS DE PROTECAO DOAC 3,60;360;UN;3,6;1296
925;PREFEITURADEPARAOPEBA;2020-06-16;PARAOPEBA;TOUCA DESCARTAVEL;3000;UN;0,27;810
926;PREFEITURADEPARAOPEBA;2020-06-16;PARAOPEBA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
927;PREFEITURADEPIRANGUINHO;2020-06-16;PIRANGUINHO;AVENTAL;300;UN;10,9;3270
928;PREFEITURADEPIRANGUINHO;2020-06-16;PIRANGUINHO;LUVA DESCARTAVEL;5000;UN;0,4;2000
929;PREFEITURADEPIRANGUINHO;2020-06-16;PIRANGUINHO;OCULOS DE PROTECAO DOAC 3,60;120;UN;3,6;432
930;PREFEITURADEPIRANGUINHO;2020-06-16;PIRANGUINHO;TOUCA DESCARTAVEL;3000;UN;0,27;810
931;PREFEITURADEPIRANGUINHO;2020-06-16;PIRANGUINHO;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;1800;UN;9,9;17820
932;PREFEITURADEPIRAPETINGA;2020-06-16;PIRAPETINGA;AVENTAL;300;UN;10,9;3270
933;PREFEITURADEPIRAPETINGA;2020-06-16;PIRAPETINGA;LUVA DESCARTAVEL;4000;UN;0,4;1600
934;PREFEITURADEPIRAPETINGA;2020-06-16;PIRAPETINGA;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
935;PREFEITURADEPIRAPETINGA;2020-06-16;PIRAPETINGA;TOUCA DESCARTAVEL;3000;UN;0,27;810
936;PREFEITURADEPIRAPETINGA;2020-06-16;PIRAPETINGA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
937;PREFEITURADEPIRAPORA;2020-06-16;PIRAPORA;LUVA DESCARTAVEL;15000;UN;0,4;6000
938;PREFEITURADEPIRAPORA;2020-06-16;PIRAPORA;MASCARA DESCARTAVEL N95;1000;UN;13;13000
939;PREFEITURADEPIRAPORA;2020-06-16;PIRAPORA;TOUCA DESCARTAVEL;3000;UN;0,27;810
940;PREFEITURADEPIRAPORA;2020-06-16;PIRAPORA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
941;PREFEITURADEPORTEIRINHA;2020-06-16;PORTEIRINHA;AVENTAL;1200;UN;10,9;13080
942;PREFEITURADEPORTEIRINHA;2020-06-16;PORTEIRINHA;LUVA DESCARTAVEL;15000;UN;0,4;6000
943;PREFEITURADEPORTEIRINHA;2020-06-16;PORTEIRINHA;OCULOS DE PROTECAO DOAC 3,60;1120;UN;3,6;4032
944;PREFEITURADEPORTEIRINHA;2020-06-16;PORTEIRINHA;TOUCA DESCARTAVEL;3000;UN;0,27;810
945;PREFEITURADEPORTEIRINHA;2020-06-16;PORTEIRINHA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
946;PREFEITURADERESPLENDOR;2020-06-16;RESPLENDOR;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;1800;UN;9,9;17820
947;PREFEITURADESABINOPOLIS;2020-06-16;SABINOPOLIS;AVENTAL;300;UN;10,9;3270
948;PREFEITURADESABINOPOLIS;2020-06-16;SABINOPOLIS;LUVA DESCARTAVEL;5000;UN;0,4;2000
949;PREFEITURADESABINOPOLIS;2020-06-16;SABINOPOLIS;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
950;PREFEITURADESABINOPOLIS;2020-06-16;SABINOPOLIS;TOUCA DESCARTAVEL;3000;UN;0,27;810
951;PREFEITURADESABINOPOLIS;2020-06-16;SABINOPOLIS;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
952;PREFEITURADESANTAMARIADOSALTO;2020-06-16;SANTA MARIA DO SALTO;AVENTAL;100;UN;10,9;1090
953;PREFEITURADESANTAMARIADOSALTO;2020-06-16;SANTA MARIA DO SALTO;LUVA DESCARTAVEL;2000;UN;0,4;800
954;PREFEITURADESANTAMARIADOSALTO;2020-06-16;SANTA MARIA DO SALTO;OCULOS DE PROTECAO DOAC 3,60;160;UN;3,6;576
955;PREFEITURADESANTAMARIADOSALTO;2020-06-16;SANTA MARIA DO SALTO;TOUCA DESCARTAVEL;3000;UN;0,27;810
956;PREFEITURADESANTAMARIADOSALTO;2020-06-16;SANTA MARIA DO SALTO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
957;PREFEITURADESANTOANTONIODOGRAMA;2020-06-16;SANTO ANTÔNIO DO GRAMA;AVENTAL;100;UN;10,9;1090
958;PREFEITURADESANTOANTONIODOGRAMA;2020-06-16;SANTO ANTÔNIO DO GRAMA;LUVA DESCARTAVEL;2000;UN;0,4;800
959;PREFEITURADESANTOANTONIODOGRAMA;2020-06-16;SANTO ANTÔNIO DO GRAMA;OCULOS DE PROTECAO DOAC 3,60;160;UN;3,6;576
960;PREFEITURADESANTOANTONIODOGRAMA;2020-06-16;SANTO ANTÔNIO DO GRAMA;TOUCA DESCARTAVEL;3000;UN;0,27;810
961;PREFEITURADESANTOANTONIODOGRAMA;2020-06-16;SANTO ANTÔNIO DO GRAMA;MASCARA DE PROTECAO;1200;UN;4,396;5275,2
962;PREFEITURADESANTOANTONIODOGRAMA;2020-06-16;SANTO ANTÔNIO DO GRAMA;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;600;UN;9,9;5940
963;PREFEITURADESAOJOAODOPACUI;2020-06-16;SAO JOAO DO PACUI;AVENTAL;200;UN;10,9;2180
964;PREFEITURADESAOJOAODOPACUI;2020-06-16;SAO JOAO DO PACUI;LUVA DESCARTAVEL;2000;UN;0,4;800
965;PREFEITURADESAOJOAODOPACUI;2020-06-16;SAO JOAO DO PACUI;OCULOS DE PROTECAO DOAC 3,60;160;UN;3,6;576
966;PREFEITURADESAOJOAODOPACUI;2020-06-16;SAO JOAO DO PACUI;TOUCA DESCARTAVEL;3000;UN;0,27;810
967;PREFEITURADESAOJOAODOPACUI;2020-06-16;SAO JOAO DO PACUI;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
968;PREFEITURADESAOLOURENCO;2020-06-16;SAO LOURENÇO;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;1800;UN;9,9;17820
969;PREFEITURADESAOPEDRODOSUACUI;2020-06-16;SAO PEDRO DO SUAÇUI;AVENTAL;200;UN;10,9;2180
970;PREFEITURADESAOPEDRODOSUACUI;2020-06-16;SAO PEDRO DO SUAÇUI;LUVA DESCARTAVEL;3000;UN;0,4;1200
971;PREFEITURADESAOPEDRODOSUACUI;2020-06-16;SAO PEDRO DO SUAÇUI;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
972;PREFEITURADESAOPEDRODOSUACUI;2020-06-16;SAO PEDRO DO SUAÇUI;TOUCA DESCARTAVEL;3000;UN;0,27;810
973;PREFEITURADESAOPEDRODOSUACUI;2020-06-16;SAO PEDRO DO SUAÇUI;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;1800;UN;9,9;17820
974;UPARESSACA;2020-06-16;CONTAGEM;MASCARA DE PROTECAO;2500;UN;4,396;10990
975;UPARESSACA;2020-06-16;CONTAGEM;ALCOOL GLICERINADO 70% - GALÃO 5L;100;LT;2,83;283
976;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;AVENTAL;5000;UN;10,9;54500
977;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;MASCARA DESCARTAVEL N95;4000;UN;13;52000
978;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;OCULOS DE PROTECAO DOAC 3,60;1000;UN;3,6;3600
979;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;TOUCA DESCARTAVEL;42000;UN;0,27;11340
980;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;AVENTAL;12000;UN;10,9;130800
981;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;LUVA DESCARTAVEL;5000;UN;0,4;2000
982;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;MASCARA DESCARTAVEL N95;4000;UN;13;52000
983;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;OCULOS DE PROTECAO DOAC 9,10;3000;UN;9,1;27300
984;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-17;BELO HORIZONTE;TOUCA DESCARTAVEL;9000;UN;0,27;2430
985;PREFEITURADEDOMCAVATI;2020-06-17;DOM CAVATI;LUVA DESCARTAVEL;4000;UN;0,4;1600
986;PREFEITURADEDOMCAVATI;2020-06-17;DOM CAVATI;MASCARA DE PROTECAO FACE SHIELD;25;UN;3,6;90
987;PREFEITURADEDOMCAVATI;2020-06-17;DOM CAVATI;TOUCA DESCARTAVEL;3000;UN;0,27;810
988;PREFEITURADEDOMCAVATI;2020-06-17;DOM CAVATI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
989;PREFEITURADENANUQUE;2020-06-17;NANUQUE;MASCARA DESCARTAVEL;1800;UN;2,74;4932
990;PREFEITURADENOVAPORTEIRINHA;2020-06-17;NOVA PORTEIRINHA;AVENTAL;300;UN;10,9;3270
991;PREFEITURADENOVAPORTEIRINHA;2020-06-17;NOVA PORTEIRINHA;LUVA DESCARTAVEL;4000;UN;0,4;1600
992;PREFEITURADENOVAPORTEIRINHA;2020-06-17;NOVA PORTEIRINHA;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
993;PREFEITURADENOVAPORTEIRINHA;2020-06-17;NOVA PORTEIRINHA;TOUCA DESCARTAVEL;3000;UN;0,27;810
994;PREFEITURADENOVAPORTEIRINHA;2020-06-17;NOVA PORTEIRINHA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
995;PREFEITURADEOLHOSD'AGUA;2020-06-17;OLHOS D'AGUA;AVENTAL;200;UN;10,9;2180
996;PREFEITURADEOLHOSD'AGUA;2020-06-17;OLHOS D'AGUA;LUVA DESCARTAVEL;3000;UN;0,4;1200
997;PREFEITURADEOLHOSD'AGUA;2020-06-17;OLHOS D'AGUA;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
998;PREFEITURADEOLHOSD'AGUA;2020-06-17;OLHOS D'AGUA;TOUCA DESCARTAVEL;3000;UN;0,27;810
999;PREFEITURADEOLHOSD'AGUA;2020-06-17;OLHOS D'AGUA;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1000;PREFEITURADEPAIPEDRO;2020-06-17;PAI PEDRO;AVENTAL;200;UN;10,9;2180
1001;PREFEITURADEPAIPEDRO;2020-06-17;PAI PEDRO;LUVA DESCARTAVEL;3000;UN;0,4;1200
1002;PREFEITURADEPAIPEDRO;2020-06-17;PAI PEDRO;OCULOS DE PROTECAO DOAC 3,60;360;UN;3,6;1296
1003;PREFEITURADEPAIPEDRO;2020-06-17;PAI PEDRO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1004;PREFEITURADEPAIPEDRO;2020-06-17;PAI PEDRO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1005;PREFEITURADEPAINS;2020-06-17;PAINS;AVENTAL;300;UN;10,9;3270
1006;PREFEITURADEPAINS;2020-06-17;PAINS;LUVA DESCARTAVEL;3000;UN;0,4;1200
1007;PREFEITURADEPAINS;2020-06-17;PAINS;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
1008;PREFEITURADEPAINS;2020-06-17;PAINS;TOUCA DESCARTAVEL;3000;UN;0,27;810
1009;PREFEITURADEPAINS;2020-06-17;PAINS;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1010;PREFEITURADEPAULACANDIDO;2020-06-17;PAULA CÂNDIDO;AVENTAL;300;UN;10,9;3270
1011;PREFEITURADEPAULACANDIDO;2020-06-17;PAULA CÂNDIDO;LUVA DESCARTAVEL;5000;UN;0,4;2000
1012;PREFEITURADEPAULACANDIDO;2020-06-17;PAULA CÂNDIDO;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
1013;PREFEITURADEPAULACANDIDO;2020-06-17;PAULA CÂNDIDO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1014;PREFEITURADEPAULACANDIDO;2020-06-17;PAULA CÂNDIDO;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1015;PREFEITURADEPIEDADEDECARATINGA;2020-06-17;PIEDADE DE CARATINGA;AVENTAL;300;UN;10,9;3270
1016;PREFEITURADEPIEDADEDECARATINGA;2020-06-17;PIEDADE DE CARATINGA;LUVA DESCARTAVEL;4000;UN;0,4;1600
1017;PREFEITURADEPIEDADEDECARATINGA;2020-06-17;PIEDADE DE CARATINGA;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
1018;PREFEITURADEPIEDADEDECARATINGA;2020-06-17;PIEDADE DE CARATINGA;TOUCA DESCARTAVEL;3000;UN;0,27;810
1019;PREFEITURADEPIEDADEDECARATINGA;2020-06-17;PIEDADE DE CARATINGA;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1020;PREFEITURADEREDUTO;2020-06-17;REDUTO;AVENTAL;300;UN;10,9;3270
1021;PREFEITURADEREDUTO;2020-06-17;REDUTO;LUVA DESCARTAVEL;4000;UN;0,4;1600
1022;PREFEITURADEREDUTO;2020-06-17;REDUTO;OCULOS DE PROTECAO DOAC 3,60;320;UN;3,6;1152
1023;PREFEITURADEREDUTO;2020-06-17;REDUTO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1024;PREFEITURADEREDUTO;2020-06-17;REDUTO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1025;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;AVENTAL;300;UN;10,9;3270
1026;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;LUVA DESCARTAVEL;4000;UN;0,4;1600
1027;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;OCULOS DE PROTECAO DOAC 3,60;440;UN;3,6;1584
1028;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;TOUCA DESCARTAVEL;3000;UN;0,27;810
1029;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;AVENTAL;10000;UN;10,9;109000
1030;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;LUVA DESCARTAVEL;8000;UN;0,4;3200
1031;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;OCULOS DE PROTECAO DOAC 3,60;16000;UN;3,6;57600
1032;PREFEITURADERESPLENDOR;2020-06-17;RESPLENDOR;TOUCA DESCARTAVEL;15000;UN;0,27;4050
1033;PREFEITURADERIONOVO;2020-06-17;RIO NOVO;AVENTAL;200;UN;10,9;2180
1034;PREFEITURADERIONOVO;2020-06-17;RIO NOVO;LUVA DESCARTAVEL;2000;UN;0,4;800
1035;PREFEITURADERIONOVO;2020-06-17;RIO NOVO;OCULOS DE PROTECAO DOAC 3,60;240;UN;3,6;864
1036;PREFEITURADERIONOVO;2020-06-17;RIO NOVO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1037;PREFEITURADERIONOVO;2020-06-17;RIO NOVO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1038;PREFEITURADESALINAS;2020-06-17;SALINAS;AVENTAL;500;UN;10,9;5450
1039;PREFEITURADESALINAS;2020-06-17;SALINAS;LUVA DESCARTAVEL;1000;UN;0,4;400
1040;PREFEITURADESALINAS;2020-06-17;SALINAS;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1041;PREFEITURADESALINAS;2020-06-17;SALINAS;TOUCA DESCARTAVEL;3000;UN;0,27;810
1042;PREFEITURADESALINAS;2020-06-17;SALINAS;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1043;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;AVENTAL;100;UN;10,9;1090
1044;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;LUVA DESCARTAVEL;1000;UN;0,4;400
1045;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;OCULOS DE PROTECAO DOAC 3,60;160;UN;3,6;576
1046;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;TOUCA DESCARTAVEL;3000;UN;0,27;810
1047;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;MASCARA DE PROTECAO;600;UN;4,396;2637,6
1048;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;1000;UN;9,9;9900
1049;PREFEITURADESANTACRUZDESALINAS;2020-06-17;SANTA CRUZ DE SALINAS;MASCARA DESCARTAVEL;200;UN;2,74;548
1050;PREFEITURADESANTANADOJACARE;2020-06-17;SANTANA DO JACARE;AVENTAL;100;UN;10,9;1090
1051;PREFEITURADESANTANADOJACARE;2020-06-17;SANTANA DO JACARE;LUVA DESCARTAVEL;2000;UN;0,4;800
1052;PREFEITURADESANTANADOJACARE;2020-06-17;SANTANA DO JACARE;OCULOS DE PROTECAO DOAC 3,60;80;UN;3,6;288
1053;PREFEITURADESANTANADOJACARE;2020-06-17;SANTANA DO JACARE;TOUCA DESCARTAVEL;3000;UN;0,27;810
1054;PREFEITURADESANTANADOJACARE;2020-06-17;SANTANA DO JACARE;MASCARA DESCARTAVEL;1800;UN;2,74;4932
1055;PREFEITURADESAOJOAODOPARAISO;2020-06-17;SAO JOAO DO PARAISO;AVENTAL;600;UN;10,9;6540
1056;PREFEITURADESAOJOAODOPARAISO;2020-06-17;SAO JOAO DO PARAISO;LUVA DESCARTAVEL;10000;UN;0,4;4000
1057;PREFEITURADESAOJOAODOPARAISO;2020-06-17;SAO JOAO DO PARAISO;OCULOS DE PROTECAO DOAC 3,60;880;UN;3,6;3168
1058;PREFEITURADESAOJOAODOPARAISO;2020-06-17;SAO JOAO DO PARAISO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1059;PREFEITURADESAOJOAODOPARAISO;2020-06-17;SAO JOAO DO PARAISO;MASCARA DE PROTECAO;1800;UN;4,396;7912,8
1060;CEDEC-CORDENADORIAESTADUALDEDEFESA;2020-06-18;BELO HORIZONTE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;800;UN;9,9;7920
1061;CBMMG-CORPODEBOMBEIROSMILITARDEMI;2020-06-19;BELO HORIZONTE;MASCARA DESCARTAVEL N95;8000;UN;13;104000
1062;FHEMIG-FUNDAÇÃOHOSPITALARDEMINASGE;2020-06-19;CONTAGEM;AVENTAL;16900;UN;10,9;184210
1063;FHEMIG-FUNDAÇÃOHOSPITALARDEMINASGE;2020-06-19;CONTAGEM;LUVA DESCARTAVEL;65000;UN;0,4;26000
1064;FHEMIG-FUNDAÇÃOHOSPITALARDEMINASGE;2020-06-19;CONTAGEM;MASCARA DE PROTECAO FACE SHIELD;775;UN;3,6;2790
1065;FHEMIG-FUNDAÇÃOHOSPITALARDEMINASGE;2020-06-19;CONTAGEM;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1066;FHEMIG-FUNDAÇÃOHOSPITALARDEMINASGE;2020-06-19;CONTAGEM;TOUCA DESCARTAVEL;42000;UN;0,27;11340
1067;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-19;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
1068;PREFEITURADENANUQUE;2020-06-19;NANUQUE;AVENTAL;800;UN;10,9;8720
1069;PREFEITURADENANUQUE;2020-06-19;NANUQUE;LUVA DESCARTAVEL;14000;UN;0,4;5600
1070;PREFEITURADENANUQUE;2020-06-19;NANUQUE;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1071;PREFEITURADENANUQUE;2020-06-19;NANUQUE;TOUCA DESCARTAVEL;12000;UN;0,27;3240
1072;PREFEITURADEPORTEIRINHA;2020-06-19;PORTEIRINHA;AVENTAL;4500;UN;10,9;49050
1073;PREFEITURADEPORTEIRINHA;2020-06-19;PORTEIRINHA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1074;PREFEITURADEPORTEIRINHA;2020-06-19;PORTEIRINHA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1075;PREFEITURADEPORTEIRINHA;2020-06-19;PORTEIRINHA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1076;PREFEITURADEPORTEIRINHA;2020-06-19;PORTEIRINHA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1077;PREFEITURADEPORTEIRINHA;2020-06-19;PORTEIRINHA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1078;PREFEITURADESAOLOURENCO;2020-06-19;SAO LOURENÇO;AVENTAL;600;UN;10,9;6540
1079;PREFEITURADESAOLOURENCO;2020-06-19;SAO LOURENÇO;LUVA DESCARTAVEL;10000;UN;0,4;4000
1080;PREFEITURADESAOLOURENCO;2020-06-19;SAO LOURENÇO;OCULOS DE PROTECAO DOAC 3,60;1160;UN;3,6;4176
1081;PREFEITURADESAOLOURENCO;2020-06-19;SAO LOURENÇO;TOUCA DESCARTAVEL;3000;UN;0,27;810
1082;HOSPITALMÁRCIOCUNHA;2020-06-22;IPATINGA;AVENTAL;4500;UN;10,9;49050
1083;HOSPITALMÁRCIOCUNHA;2020-06-22;IPATINGA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1084;HOSPITALMÁRCIOCUNHA;2020-06-22;IPATINGA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1085;HOSPITALMÁRCIOCUNHA;2020-06-22;IPATINGA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1086;HOSPITALMÁRCIOCUNHA;2020-06-22;IPATINGA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1087;HOSPITALMÁRCIOCUNHA;2020-06-22;IPATINGA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1088;HOSPITALMUNICIPALDEJANUÁRIA;2020-06-22;JANUARIA;AVENTAL;1500;UN;10,9;16350
1089;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;AVENTAL;4500;UN;10,9;49050
1090;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;LUVA DESCARTAVEL;21000;UN;0,4;8400
1091;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1092;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1093;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1094;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1095;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;AVENTAL;4500;UN;10,9;49050
1096;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;LUVA DESCARTAVEL;21000;UN;0,4;8400
1097;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1098;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1099;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1100;HOSPITALMUNICIPALDEPARACATU;2020-06-22;PARACATU;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1101;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-06-22;UNAÍ;AVENTAL;4500;UN;10,9;49050
1102;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-06-22;UNAÍ;LUVA DESCARTAVEL;21000;UN;0,4;8400
1103;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-06-22;UNAÍ;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1104;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-06-22;UNAÍ;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1105;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-06-22;UNAÍ;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1106;HOSPITALMUNICIPALDR.JOAQUIMBROCHADO;2020-06-22;UNAÍ;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1107;HOSPITALMUNICIPALSENHORASANTANA;2020-06-22;BRASÍLIA DE MINAS;AVENTAL;4500;UN;10,9;49050
1108;HOSPITALMUNICIPALSENHORASANTANA;2020-06-22;BRASÍLIA DE MINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1109;HOSPITALMUNICIPALSENHORASANTANA;2020-06-22;BRASÍLIA DE MINAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1110;HOSPITALMUNICIPALSENHORASANTANA;2020-06-22;BRASÍLIA DE MINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1111;HOSPITALMUNICIPALSENHORASANTANA;2020-06-22;BRASÍLIA DE MINAS;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1112;HOSPITALMUNICIPALSENHORASANTANA;2020-06-22;BRASÍLIA DE MINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1113;HOSPITALNOSSASENHORADOCARMO;2020-06-22;RESPLENDOR;AVENTAL;4500;UN;10,9;49050
1114;HOSPITALNOSSASENHORADOCARMO;2020-06-22;RESPLENDOR;LUVA DESCARTAVEL;21000;UN;0,4;8400
1115;HOSPITALNOSSASENHORADOCARMO;2020-06-22;RESPLENDOR;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1116;HOSPITALNOSSASENHORADOCARMO;2020-06-22;RESPLENDOR;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1117;HOSPITALNOSSASENHORADOCARMO;2020-06-22;RESPLENDOR;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1118;HOSPITALNOSSASENHORADOCARMO;2020-06-22;RESPLENDOR;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1119;HOSPITALREGIONALDEJANAÚBA;2020-06-22;JANAÚBA;AVENTAL;4500;UN;10,9;49050
1120;HOSPITALREGIONALDEJANAÚBA;2020-06-22;JANAÚBA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1121;HOSPITALREGIONALDEJANAÚBA;2020-06-22;JANAÚBA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1122;HOSPITALREGIONALDEJANAÚBA;2020-06-22;JANAÚBA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1123;HOSPITALREGIONALDEJANAÚBA;2020-06-22;JANAÚBA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1124;HOSPITALREGIONALDEJANAÚBA;2020-06-22;JANAÚBA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1125;PREFEITURADEAGUASFORMOSAS;2020-06-22;AGUAS FORMOSAS;AVENTAL;4500;UN;10,9;49050
1126;PREFEITURADEAGUASFORMOSAS;2020-06-22;AGUAS FORMOSAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1127;PREFEITURADEAGUASFORMOSAS;2020-06-22;AGUAS FORMOSAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
